Component ID,Service ID
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,43
1,44
1,45
1,46
1,47
1,48
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
2,10
2,11
2,13
2,14
2,16
2,17
2,19
2,20
2,49
2,50
2,52
2,53
2,55
2,56
2,58
2,59
3,12
3,15
3,18
3,21
3,51
3,54
3,57
3,60
4,34
4,35
4,37
4,38
4,40
4,41
4,73
4,74
4,76
4,77
4,79
4,80
