Component ID,Service ID
1,1
1,2
1,4
1,5
1,7
1,8
1,10
1,11
1,56
1,59
1,62
1,65
2,15
2,17
2,25
2,27
2,29
2,43
2,47
2,48
2,75
3,3
3,6
3,9
3,12
4,3
4,6
4,9
4,12
5,3
5,6
5,9
5,12
6,31
6,33
6,34
6,36
6,37
6,39
6,40
6,42
7,32
7,35
7,38
7,41
7,50
7,53
7,69
7,72
8,24
8,76
9,55
9,57
9,58
9,60
9,61
9,63
9,64
9,66
10,67
11,67
