Host,Address,Transport,Port,Service
www.starbucksreserve.com,213.199.130.195,tcp,443,https
www.teavana.com,13.35.198.27,tcp,80,http
www.teavana.com,13.35.198.27,tcp,443,http
www.teavana.com,13.35.198.27,tcp,443,https
www.teavana.com,13.35.198.39,tcp,80,http
www.teavana.com,13.35.198.39,tcp,443,http
www.teavana.com,13.35.198.39,tcp,443,https
www.teavana.com,13.35.198.78,tcp,80,http
www.teavana.com,13.35.198.78,tcp,443,http
www.teavana.com,13.35.198.78,tcp,443,https
www.teavana.com,13.35.198.105,tcp,80,http
www.teavana.com,13.35.198.105,tcp,443,http
www.teavana.com,13.35.198.105,tcp,443,https
www.teavana.com,2600:9000:2048:1e00:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:1e00:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:1e00:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:4e00:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:4e00:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:4e00:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:1600:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:1600:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:1600:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:2000:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:2000:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:2000:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:5600:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:5600:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:5600:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:a800:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:a800:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:a800:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:e600:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:e600:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:e600:10:e755:b400:93a1,tcp,443,https
www.teavana.com,2600:9000:2048:f800:10:e755:b400:93a1,tcp,80,http
www.teavana.com,2600:9000:2048:f800:10:e755:b400:93a1,tcp,443,http
www.teavana.com,2600:9000:2048:f800:10:e755:b400:93a1,tcp,443,https
