Component ID,Service ID
1,1
1,2
1,3
1,4
1,6
1,7
1,8
1,16
1,19
1,20
1,22
1,23
1,24
1,29
1,30
1,32
1,33
2,5
2,17
2,18
2,25
2,26
2,27
2,28
3,10
3,13
4,10
4,13
5,15
5,31
6,15
6,31
7,21
8,26
8,28
