Host,Address,Transport,Port,Service
assets.hyatt.com,92.122.85.233,tcp,80,http
assets.hyatt.com,92.122.85.233,tcp,443,https
hyatt.com,140.95.207.100,tcp,80,http
hyatt.com,140.95.207.100,tcp,443,https
world.hyatt.com,23.52.62.128,tcp,80,http
world.hyatt.com,23.52.62.128,tcp,443,https
www.hyatt.com,23.52.62.128,tcp,80,http
www.hyatt.com,23.52.62.128,tcp,443,https
