Component ID,Service ID
1,1
1,2
1,3
1,4
1,5
1,6
1,8
1,10
1,15
1,16
1,17
1,18
1,20
1,22
2,7
2,9
2,19
2,21
3,11
3,13
3,35
3,37
3,39
4,23
4,24
4,26
4,27
4,29
4,30
4,32
4,33
5,25
5,28
5,31
5,34
